id,tag,count,cluster,supertag,x,y,original_supertag
4730,new,1,70,Miscellaneous,11.055247,5.3106103,Mislata
7021,History Ancient Hospital,1,57,Hospital,7.737847,4.712471,Hospital
8013,train station,1,22,Railway,5.9496255,10.5657425,Railway
7510,online class,1,40,University,10.840785,7.8939376,Humboldt
6731,Aldgate underground,1,53,Well,7.031783,6.235788,Wells
7415,Trianon,1,68,Miscellaneous,8.478047,2.9073038,Paschal
5688,religion,1,63,Joke,10.075859,4.103051,Joke
5232,Gaiteiro,1,65,Miscellaneous,9.012217,3.4701912,Sole
6937,Dear Del Moro,1,73,Walk,6.901434,1.0865266,Paseo
6630,Refreshment,1,8,Restaurant,11.966225,1.9074115,Restaurant
6289,Telephone,1,52,Platform,8.9838505,6.840825,Platforms
7783,Zeca Pagodinho Rio de Janeiro,1,64,Brazilian culture,5.763528,1.6825281,Brazil
6837,fish market,1,12,Fish,11.529245,2.4773326,Pesce
5830,Antony,1,65,Miscellaneous,9.150044,3.1802495,Sole
4839,ferwharf,1,1,Water,3.7245102,2.722822,Water
5157,Soap,1,43,Toilette,7.065906,4.975009,Toilette
5952,Blind.wiki project,1,15,Blind,8.523157,8.754634,Vision
7543,#Benedito Calixto Square,1,72,Christianity,6.2859006,0.91167057,San
7972,point of decision,1,69,Miscellaneous,10.752493,5.618188,Three
5506,Antoni,1,59,Italian culture,7.4031644,0.45103607,Barcarizzi
6191,Giardini Viale Benchine,1,10,Garden,10.024726,0.596831,Garden
7273,Lack of accessibility,1,51,Accessible,8.893765,7.5445094,Accessible
5966,Rialto Market,1,44,Market,5.9518423,5.7433476,Market
7554,St.,1,60,Church,7.813133,-0.013221719,Iglesia
5521,Mail on the market,1,52,Platform,8.752752,6.6380777,Platforms
6204,baskets,1,44,Market,5.9400086,5.905317,Market
7729,Actuality,1,70,Miscellaneous,10.867031,5.1273146,Mislata
7467,cook,1,8,Restaurant,11.147877,1.4923675,Restaurant
5757,multi -ethnicity,1,58,Politics,9.778678,5.4278893,Incivility
6501,Mulino Stucchi,1,59,Italian culture,7.5020185,0.7385493,Barcarizzi
6996,Cross with bike lane,1,21,Bicycle,4.848904,9.003867,Bike
5271,Ia,1,70,Miscellaneous,11.084307,4.857014,Mislata
7655,blind.wiki,1,15,Blind,8.510815,8.743647,Vision
6674,Roads,1,31,Road,4.594236,9.584973,Roads
7205,complain,1,67,History,8.987218,5.0667496,Temporary
5642,Dominican Square,1,72,Christianity,6.1854453,1.0504854,San
6888,Pellaio ratchet,1,65,Miscellaneous,8.90969,3.3850749,Sole
6708,Cuenca Campus,1,72,Christianity,6.3198485,1.2102475,San
6423,Paintings,1,48,Art,6.5299745,7.3517866,Art
6014,association,1,39,Friends,10.231969,6.522017,Friends
5570,National Forum of Music,1,5,Music,2.465084,5.7727523,Music
6255,Water boats strong noises,1,0,Boats,3.556314,2.3701503,Boats
6812,parrot,1,11,Birds,10.928407,2.7511222,Birds
5805,Inaccessible tactile paths,1,50,Tactile,7.301292,7.8010206,Tactile
7032,urbanism,1,36,City,5.3035097,3.5402954,Ciudad
5128,performances,1,5,Music,3.0440507,5.6571712,Music
7240,young people,1,41,Girls,10.496624,7.446138,Girls
7521,political project,1,58,Politics,9.914952,5.646996,Incivility
6543,UdL,1,66,Miscellaneous,9.0516,4.034752,Parapet
6162,streets for everyone,1,32,Sidewalk,4.0474305,9.448877,Sidewalks
7697,I am interested in volunteering on the ride at MAM,1,25,Traveling,6.581832,8.800585,Traveling
5438,Oak,1,6,Tree,9.68879,0.12653372,Tree
7426,Paulista is ours,1,73,Walk,7.0838895,1.3111533,Paseo
5704,fish,1,12,Fish,11.470433,2.4809246,Pesce
6064,novel,1,38,Library,11.394309,6.866744,Library
6302,San Barnaba,1,61,Sights,7.3575253,0.05511739,Piazza_61
7794,Cadevi,1,74,Miscellaneous,8.350704,2.4133308,Archi
6850,Game zone,1,23,Game,3.9379637,5.035562,Game
7072,paradise,1,35,Terrace,6.47521,4.050534,Terraces
5359,Finished works,1,55,Machine,7.71325,5.7234244,Machine
7360,Panel HospitalSantacatarina Avpaulista,1,72,Christianity,6.6474414,0.99984986,San
7890,idyllic,1,35,Terrace,6.3663516,4.1414604,Terraces
7371,umbrella,1,13,Rain,4.2366834,6.09403,Rain
6398,Area,1,35,Terrace,6.3973722,4.2007017,Terraces
5986,welcome,1,71,Hello,11.61047,4.408963,Hello
7565,Marshal Deodoro,1,73,Walk,6.9612927,1.0003339,Paseo
6587,glasses,1,15,Blind,8.029133,8.402862,Vision
6225,External tables,1,8,Restaurant,12.007774,1.9679621,Restaurant
7740,Samba,1,64,Brazilian culture,5.722946,1.777914,Brazil
5773,Piazza San Marco,1,61,Sights,7.0947647,0.110529244,Piazza_61
7822,Spill,1,23,Game,3.9527159,4.9017253,Game
6512,San Basilio,1,61,Sights,7.3421025,0.09864012,Piazza_61
5286,Green zone,1,30,Open space,6.7711077,4.3828998,Open
8003,four,1,69,Miscellaneous,10.682403,5.5058513,Three
5095,Klang installation,1,52,Platform,9.171814,6.609542,Platforms
6353,HR,1,55,Machine,7.7272825,5.7223277,Machine
5415,Narrow pavement,1,32,Sidewalk,4.2272177,9.550193,Sidewalks
5219,Advice,1,56,Dangerous,8.733064,5.674513,Dangerous
6926,citrus,1,9,Fruits,9.464014,0.7826446,Fruits
6620,stones,1,53,Well,6.8070273,6.450581,Wells
5581,poetry,1,38,Library,11.552506,6.839299,Library
6823,Les Arenas,1,23,Game,4.0377183,4.8350863,Game
7854,wines,1,7,Bar,10.428421,1.2588708,Bar
4823,exercise,1,20,Dance,6.027937,8.363546,Dance
5328,Platforms,1,52,Platform,9.18477,6.8507595,Platforms
7336,Jh,1,62,Miscellaneous,8.222422,3.6763,Hhbb
7532,accidental,1,67,History,9.165425,4.974122,Temporary
6178,university,1,40,University,11.019548,7.9769616,Humboldt
7708,City park,1,26,Park,4.803413,4.7421846,Park
6755,Crossing cars bikes pedestrians traffic lights,1,29,Crossing,4.555734,8.94593,Crossings
7437,Compliments,1,71,Hello,11.504666,4.4660783,Hello
5719,Dromedary,1,68,Miscellaneous,8.4384365,2.8189492,Paschal
6475,Surfaces,1,53,Well,7.51734,6.531496,Wells
6969,Conversations,1,42,Interview,11.143184,6.266075,Interview
6652,Sonorous Ambient,1,35,Terrace,6.446653,4.013028,Terraces
7179,fruits,1,9,Fruits,9.454202,0.7889774,Fruits
6766,The road conditions are not good,1,31,Road,4.5501356,9.576036,Roads
6487,concessions,1,58,Politics,9.7363,5.7655373,Incivility
6986,pieces,1,53,Well,7.542756,6.41609,Wells
6092,abandoned,1,67,History,9.046758,4.9864883,Temporary
7645,blindwiky,1,15,Blind,8.34688,8.7343,Vision
6664,Test 1,1,3,Test,12.694338,5.562751,Test
7192,prevention,1,56,Dangerous,8.691107,5.483889,Dangerous
6330,Green space,1,30,Open space,6.78506,4.395739,Open
7818,#karaoke #bar #Metrocarrao,1,72,Christianity,6.297442,0.9058558,San
7902,Metro departure,1,22,Railway,5.7248983,10.334029,Railway
4965,Fairs,1,27,Fair,5.368102,5.6304874,Carnevale
7382,RODRIGUES ALVES COLLEGE,1,40,University,11.039642,8.033908,Humboldt
5197,Anzettelt,1,65,Miscellaneous,9.207099,3.5056708,Sole
6003,fried smell,1,8,Restaurant,11.432506,1.7455605,Restaurant
7577,sidewalks,1,32,Sidewalk,4.037617,9.445602,Sidewalks
6599,aftermath,1,67,History,9.628421,5.145951,Temporary
7103,International day against violence against women,1,58,Politics,9.899009,5.761463,Incivility
5558,Earth and a tree,1,6,Tree,9.632039,0.045572486,Tree
6239,altar,1,60,Church,8.25378,-0.28892764,Iglesia
7833,Sheep,1,11,Birds,10.628643,2.8199067,Birds
6524,Currywurst,1,8,Restaurant,11.418559,1.6541306,Restaurant
7308,visual impairment,1,15,Blind,8.134456,8.597473,Vision
8014,infants,1,41,Girls,10.444512,7.2853556,Girls
7511,pedagogy,1,40,University,10.876154,7.8806105,Humboldt
5473,According to the Malgosia,1,76,City,8.015005,1.7397455,Sorocaba
6147,traveling,1,25,Traveling,6.3318057,8.831475,Traveling
6732,EC3 minorities,1,58,Politics,9.8335495,5.585598,Incivility
5427,Iza Dawidowicz lives,1,28,German culture,7.3597865,3.2787132,Berlin
7416,MASP Museum,1,19,Museum,5.589725,6.9395547,Museum
5691,Second World War,1,67,History,9.829829,4.7146225,Temporary
6938,gateway,1,46,Door,8.321481,7.490674,Porta
7144,Work,1,55,Machine,7.6735597,5.7770305,Machine
6290,public phone,1,52,Platform,9.011326,6.867789,Platforms
7784,Park Provision,1,26,Park,4.8157816,4.748389,Park
5832,Legend,1,67,History,10.232161,4.5340657,Temporary
7865,Candy,1,8,Restaurant,11.316386,1.7776128,Restaurant
7062,boat,1,0,Boats,3.7687156,1.7912415,Boats
7262,path,1,24,Trail,7.1133103,8.732825,Loges
6377,Crucifix,1,60,Church,8.000932,-0.26381323,Iglesia
7544,Fun learning,1,27,Fair,5.087836,5.5628047,Carnevale
6565,Bus stops,1,22,Railway,5.3599315,10.1786785,Railway
5507,Harmonica,1,5,Music,2.40318,5.610418,Music
6192,timetable,1,52,Platform,8.889924,6.4375386,Platforms
7719,Ibirapuera Park,1,26,Park,4.857262,4.6294017,Park
6388,classroom,1,40,University,10.834831,7.8467383,Humboldt
7555,Walk,1,25,Traveling,6.0116854,8.86022,Traveling
7984,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,1,52,Platform,9.152911,6.4100194,Platforms
6205,Cane,1,73,Walk,6.8768754,1.0773022,Paseo
6777,Testing,1,3,Test,12.782385,5.649833,Test
7468,incredible,1,70,Miscellaneous,11.002193,4.7800097,Mislata
5758,Pianoforte,1,5,Music,2.4412663,5.643357,Music
5273,IIT,1,67,History,9.725653,4.986647,Temporary
6675,roads,1,31,Road,4.598475,9.556952,Roads
7206,request,1,52,Platform,9.179985,7.069737,Platforms
5643,St. Wojciech,1,28,German culture,7.214476,3.340391,Berlin
5896,Photo,1,47,Photography,6.829978,7.6150084,Photographs
6709,Student House,1,34,House,5.8586974,4.7208705,Japan
7394,Like Paulista,1,73,Walk,7.147783,1.3492694,Paseo
5209,Hohenschönhausen,1,28,German culture,7.087678,3.0661654,Berlin
6015,Uici,1,65,Miscellaneous,9.398287,3.6006646,Sole
7589,Várzea do Carmo UBS,1,73,Walk,7.3072066,1.3946995,Paseo
6610,four,1,69,Miscellaneous,10.675501,5.5304,Three
5571,MUSEUM,1,19,Museum,5.552393,6.9733396,Museum
7763,Israelite University,1,40,University,11.05827,7.9815397,Humboldt
4811,Indian restaurant,1,8,Restaurant,11.815362,1.2361554,Restaurant
6535,fast food,1,8,Restaurant,11.768,1.4390033,Restaurant
7033,tangle,1,66,Miscellaneous,8.646783,3.898767,Parapet
5129,pedestrian crossings,1,29,Crossing,4.4180903,8.977511,Crossings
7241,@ Pico,1,47,Photography,6.831465,7.631356,Photographs
6544,crossing,1,29,Crossing,4.395865,8.748644,Crossings
7952,possible danger,1,56,Dangerous,8.648209,5.4964294,Dangerous
5486,Archers,1,23,Game,4.265133,4.748392,Game
6165,Basilica Frari,1,60,Church,7.4841466,0.0087052705,Iglesia
7698,I would like to participate as a volunteer on the Man tour.,1,25,Traveling,6.59406,8.7760105,Traveling
6743,More London,1,36,City,5.349853,3.672599,Ciudad
7427,Cafeteria,1,8,Restaurant,11.877307,1.5205165,Restaurant
6462,swing,1,23,Game,4.3384666,4.8957996,Game
6642,safety,1,56,Dangerous,8.720902,5.532044,Dangerous
7162,Hashtag Vila Clementino Hashtag Cheap Fair,1,27,Fair,5.4270716,5.652034,Carnevale
6304,verde,1,30,Open space,6.712956,4.378445,Open
5849,Skessing,1,65,Miscellaneous,8.878242,3.6874447,Sole
7877,Immigration Museum,1,19,Museum,5.564947,6.998543,Museum
7361,SchoolDriguesalves Architecture,1,40,University,10.881492,7.9453216,Humboldt
6318,conservatory,1,5,Music,2.5849504,5.6326227,Music
7807,ongtemsentimento,1,66,Miscellaneous,9.18344,4.473728,Parapet
7892,Good morning,1,71,Hello,11.70899,4.336297,Hello
7084,Botanical first part,1,10,Garden,10.019392,0.5786566,Garden
7372,Hostipal Santa Catarina,1,72,Christianity,6.4052896,0.88779026,San
5185,Bakery,1,8,Restaurant,11.584798,1.1840065,Restaurant
7286,Garden,1,10,Garden,10.072382,0.5609251,Garden
5987,Arsenal door,1,46,Door,8.25492,7.4731965,Porta
6588,aperitifs,1,8,Restaurant,11.526872,1.6072227,Restaurant
5542,water,1,1,Water,3.8380609,2.9685488,Water
6227,tight,1,66,Miscellaneous,8.671013,3.8460238,Parapet
6790,The ships,1,0,Boats,3.7094352,1.8316482,Boats
7295,voluntary,1,58,Politics,9.608189,5.8317084,Incivility
5096,Staircase,1,18,Steps,6.9530773,9.337146,Steps
6686,Sound plants,1,4,Ambient,1.7285048,5.222767,Ambient
7926,Hbhb,1,62,Miscellaneous,8.114655,3.6581988,Hhbb
5006,largo,1,65,Miscellaneous,9.275868,3.2455187,Sole
7406,SenaPaul,1,76,City,8.086842,1.8162764,Sorocaba
6438,Venice,1,61,Sights,6.848485,-0.0639788,Piazza_61
6927,Garden Botáncio,1,10,Garden,9.993993,0.5827178,Garden
6032,Church of the Frari,1,60,Church,7.781472,-0.114034645,Iglesia
7600,Inclusion Museum,1,19,Museum,5.5224757,6.9897685,Museum
6274,classic high school,1,40,University,10.832171,7.867224,Humboldt
7774,Faculty of Communication,1,40,University,10.807655,7.6816792,Humboldt
6824,Cuba,1,72,Christianity,6.575707,1.4767935,San
5819,leather,1,66,Miscellaneous,8.426077,4.167828,Parapet
7855,cheese,1,8,Restaurant,11.468666,1.4900644,Restaurant
4824,Irish pub,1,7,Bar,10.455104,1.1942788,Bar
7047,Ancient palm,1,6,Tree,9.527976,0.17479794,Tree
7337,Exhibition!,1,16,Exhibition,10.037393,8.182469,Exhibition
7533,citizen action,1,58,Politics,10.043098,5.536603,Incivility
6555,Path,1,24,Trail,7.053017,8.696914,Loges
5497,lawn,1,10,Garden,10.157279,0.46007288,Garden
6181,song,1,5,Music,2.132586,5.8832984,Music
7709,SJCAMPOS,1,76,City,7.8171268,1.7870693,Sorocaba
6756,Rumor,1,67,History,10.100702,4.4942265,Temporary
7438,Instagram @blimbwikibr,1,47,Photography,6.88952,7.560788,Photographs
6767,Road conditions improve,1,31,Road,4.584471,9.603052,Roads
7456,FIESP building,1,33,Architecture,5.556325,4.1343427,Architecture
6488,moonlight,1,14,Night,4.220709,6.6205335,Night
6987,Capitulet,1,68,Miscellaneous,8.428783,2.8305871,Paschal
6094,shadow,1,14,Night,4.1673074,6.695345,Night
5257,Student services,1,40,University,10.914172,7.8858433,Humboldt
7646,Iron gate,1,46,Door,8.165411,7.2261133,Porta
5071,secret,1,67,History,10.218958,4.5804195,Temporary
6665,taller con antoni abad,1,59,Italian culture,7.5197935,0.56541324,Barcarizzi
7819,karaoke,1,5,Music,1.9621054,5.936167,Music
7903,No stairs,1,18,Steps,6.982286,9.29589,Steps
7095,lies,1,67,History,10.263534,4.4275064,Temporary
5384,Fitness,1,20,Dance,6.048495,8.3307705,Dance
6414,Pool pool physola,1,1,Water,3.8185384,2.9832804,Water
6004,screaming child,1,41,Girls,10.458658,7.2012267,Girls
7578,Shows,1,16,Exhibition,10.0434065,8.166426,Exhibition
6600,"Piove 
Rain 
Humidity",1,13,Rain,4.271221,6.0693645,Rain
7104,concert of the middle schools of Urbino,1,5,Music,2.554628,5.8480415,Music
5559,Lodz,1,65,Miscellaneous,9.02124,3.4930353,Sole
6241,brick wall,1,49,Wall,7.711693,6.9767647,Wall
7752,Municipal,1,36,City,5.272875,3.5326056,Ciudad
7834,Organic foods,1,8,Restaurant,11.484693,1.4846748,Restaurant
6525,Spicy,1,8,Restaurant,11.19922,1.7390176,Restaurant
5306,Church,1,60,Church,8.160371,-0.3240624,Iglesia
7309,Carlos # bus,1,22,Railway,5.201997,10.052242,Railway
8015,leisure,1,2,Tranquillity,12.663073,3.4301689,Tranquillity
6698,Guys talking,1,42,Interview,11.207125,6.2552814,Interview
7231,Tactile,1,50,Tactile,7.2926188,7.579964,Tactile
7512,vaccination,1,57,Hospital,8.342745,5.135172,Hospital
7942,break,1,67,History,9.304493,5.157714,Temporary
7687,Avenida Paulista 200,1,72,Christianity,6.317502,0.9301456,San
6733,Tower Gateway DLR Station,1,22,Railway,5.8966484,10.471485,Railway
7417,Trianon Park,1,26,Park,4.800341,4.7331567,Park
6940,animación,1,47,Photography,6.7984867,7.497901,Photographs
7611,low vision,1,15,Blind,8.111737,8.569899,Vision
6291,keys,1,46,Door,8.267789,7.375742,Porta
7785,space for shows,1,16,Exhibition,10.013076,8.192569,Exhibition
5833,Venetian legend,1,61,Sights,6.804638,-0.03452828,Piazza_61
7063,heritage,1,67,History,10.169657,4.643407,Temporary
5160,quiet,1,2,Tranquillity,12.707509,3.6858387,Tranquillity
5955,Worksite,1,55,Machine,7.5388236,5.6906724,Machine
7545,Access,1,51,Accessible,8.946702,7.476802,Accessible
6566,Landscape,1,35,Terrace,6.4206223,4.0538883,Terraces
7974,Danger the first section,1,56,Dangerous,8.69189,5.439905,Dangerous
5508,quiet,1,2,Tranquillity,12.690642,3.6656797,Tranquillity
7720,Mock,1,63,Joke,10.138168,4.00555,Joke
7362,Santa Catarina,1,72,Christianity,6.4375935,0.871341,San
6503,cruise ship,1,0,Boats,3.746379,1.8197732,Boats
5084,Tacheles,1,50,Tactile,7.3020444,7.6112924,Tactile
7207,Supermade,1,55,Machine,7.864735,5.7461405,Machine
7478,blue line,1,29,Crossing,4.4700212,8.598498,Crossings
7914,bickcletes,1,21,Bicycle,5.093056,8.950807,Bike
4986,Terra,1,30,Open space,6.9129076,4.125224,Open
6426,terrace,1,35,Terrace,6.207524,4.1997433,Terraces
6904,Route Start,1,24,Trail,7.1704025,8.654936,Loges
7590,INSS post,1,52,Platform,9.022079,6.532935,Platforms
6611,piedra,1,53,Well,6.809798,6.396447,Wells
7120,Good morning,1,71,Hello,11.680669,4.367762,Hello
5572,Restaurant food,1,8,Restaurant,11.768056,1.3559759,Restaurant
7764,Blind cameraman,1,15,Blind,8.179501,8.641133,Vision
5809,Sanctuary,1,35,Terrace,6.459795,4.1612105,Terraces
7845,Complaint,1,67,History,8.911892,5.0436306,Temporary
7034,abandoned territory,1,35,Terrace,6.445187,4.0976305,Terraces
7325,wall,1,49,Wall,7.728792,6.9824624,Wall
5130,university campus,1,40,University,11.037671,8.028072,Humboldt
7523,people with visual impairment,1,15,Blind,8.136144,8.606939,Vision
5487,hidden stairs,1,18,Steps,6.9461927,9.336952,Steps
6166,Campiello San Rocco Pozzo Fontana,1,61,Sights,7.056149,0.35359898,Piazza_61
7699,tambourine,1,5,Music,2.2750294,5.5622745,Music
5440,stadium,1,23,Game,4.064809,4.926427,Game
7428,Banana split,1,9,Fruits,9.4452505,0.7903986,Fruits
5706,Ca 'dario,1,73,Walk,7.0464196,1.4971975,Paseo
6463,bench,1,26,Park,4.992131,4.918009,Park
6066,Songs,1,5,Music,2.2102747,5.8425155,Music
7624,Metro Red Line,1,22,Railway,5.7542205,10.389582,Railway
5044,friendly staff,1,71,Hello,11.581224,4.489609,Hello
6643,trieste,1,61,Sights,6.9177456,0.114865,Piazza_61
7168,garden_botanicap,1,10,Garden,10.007108,0.5474804,Garden
6305,leaves,1,6,Tree,9.765688,0.23790528,Tree
7878,Spanish immigration in Brazil,1,64,Brazilian culture,5.924987,1.6587567,Brazil
7074,The Arab wall,1,49,Wall,7.773023,6.9576483,Wall
6655,Concerto,1,5,Music,2.6057944,5.619947,Music
6319,Rio terà,1,64,Brazilian culture,5.673261,1.6692421,Brazil
6864,Torrent,1,52,Platform,9.211368,6.963908,Platforms
5867,outpatient clinics,1,57,Hospital,7.815029,4.751168,Hospital
7085,Botanical,1,10,Garden,9.986973,0.58371115,Garden
5374,Italian,1,61,Sights,6.9574566,0.10592457,Piazza_61
6401,wine bars,1,7,Bar,10.499214,1.292726,Bar
5988,bell sound,1,4,Ambient,1.6088362,5.2794,Ambient
7567,Means of transportation,1,22,Railway,5.5711718,10.106691,Railway
6589,fried seafood,1,8,Restaurant,11.536875,1.8169695,Restaurant
5544,Valerian Dominican,1,73,Walk,6.8782816,1.1282178,Paseo
5778,Puro,1,65,Miscellaneous,9.3023405,3.5937073,Sole
7824,Harb,1,62,Miscellaneous,8.17206,3.6463594,Hhbb
6515,tester,1,3,Test,12.737064,5.601104,Test
7010,third,1,69,Miscellaneous,10.596028,5.497124,Three
6120,Carabinieri,1,59,Italian culture,7.413481,0.6529142,Barcarizzi
5291,Institute,1,40,University,10.971957,7.928175,Humboldt
8005,flora,1,10,Garden,9.970386,0.6566474,Garden
6688,bars,1,7,Bar,10.527715,1.421607,Bar
5662,Historic,1,67,History,10.157691,4.670677,Temporary
6355,Venetians,1,61,Sights,6.855876,-0.015550722,Piazza_61
7496,Santo André City Hall,1,36,City,5.3035293,3.445953,Ciudad
7927,hhbb,1,62,Miscellaneous,8.094639,3.6458695,Hhbb
5007,Many meters,1,54,Multiple,7.92345,6.0705757,Multidirectional
6722,Bola,1,23,Game,4.0599074,5.082145,Game
7407,Rock in roll,1,5,Music,2.3317266,5.7356324,Music
5678,Random catwalks,1,32,Sidewalk,4.1624503,9.316662,Sidewalks
6439,Aperitif,1,8,Restaurant,11.507701,1.663366,Restaurant
6036,San Tomà,1,61,Sights,7.1790895,0.10210186,Piazza_61
6622,bookshop,1,38,Library,11.426304,7.1698513,Library
7131,U,1,67,History,9.940666,4.6401486,Temporary
5583,Fries,1,8,Restaurant,11.521309,1.646457,Restaurant
6275,Ca 'Rezzonico,1,59,Italian culture,7.3872623,0.69049346,Barcarizzi
7775,Federal University of Bahia,1,64,Brazilian culture,5.723914,1.7498201,Brazil
5820,Try,1,3,Test,12.625074,5.5419507,Test
7049,Museum dome,1,19,Museum,5.547541,6.9032445,Museum
5146,Think of,1,70,Miscellaneous,11.000288,5.349253,Mislata
7253,Blackberry,1,52,Platform,8.975769,6.925907,Platforms
6368,village,1,37,Village,5.829787,3.739443,Pueblos
7534,Wiki: Collaborative Network,1,51,Accessible,9.068106,7.4689183,Accessible
6556,Blue moon,1,14,Night,4.355575,6.4985147,Night
5498,plants,1,10,Garden,9.949039,0.6079439,Garden
6182,nothing special,1,67,History,9.5162735,5.127611,Temporary
6757,"We are like that, dial the same one, one or two or two-two",1,42,Interview,11.17067,6.134802,Interview
7439,Ims,1,67,History,9.671716,5.009967,Temporary
5724,porch,1,35,Terrace,6.168131,4.3051677,Terraces
4267,Android 2 point 3 point you are,1,52,Platform,9.097114,6.912313,Platforms
6478,sleeping,1,2,Tranquillity,12.603731,3.36769,Tranquillity
6972,small,1,67,History,9.505128,5.242341,Temporary
6080,Directions,1,24,Trail,7.202516,8.5359335,Loges
7721,Amilcar de Castro,1,73,Walk,6.7692924,1.224993,Paseo
6768,"Yes, there's a bicycle",1,21,Bicycle,5.072628,8.986304,Bike
7457,health action,1,57,Hospital,8.32041,5.1920295,Hospital
6988,In the garden Mounting it is,1,10,Garden,10.105807,0.5152867,Garden
5258,Works,1,55,Machine,7.6683936,5.745372,Machine
7647,Sorocabana,1,72,Christianity,6.7141404,1.5141361,San
7196,hashtag sao paulo,1,64,Brazilian culture,5.647918,1.7135584,Brazil
7820,subway,1,22,Railway,5.732868,10.387069,Railway
6877,Obrador,1,73,Walk,6.927273,1.0562812,Paseo
7904,arc teriomph,1,74,Miscellaneous,8.328833,2.421417,Archi
7096,RATB station 104,1,22,Railway,5.9765105,10.593596,Railway
5385,Recommended to visit,1,25,Traveling,6.5698695,8.787313,Traveling
7384,Sertanejo Som Cultura,1,17,Culture,5.71729,7.619317,Culture
5199,fountain,1,1,Water,3.8746939,3.0458777,Water
6889,Fittings,1,66,Miscellaneous,8.314046,4.1652546,Parapet
6005,First mapping Campo Santa Margherita,1,72,Christianity,6.2877474,1.1000974,San
6601,Mobile exhibitors,1,16,Exhibition,9.9595585,8.16867,Exhibition
7105,TalkBack,1,42,Interview,11.2042055,6.182561,Interview
5560,poultry watrobka,1,8,Restaurant,11.255315,1.7426997,Restaurant
6245,creations,1,53,Well,7.444168,6.3793983,Wells
7753,do,1,70,Miscellaneous,11.131803,4.949875,Mislata
6803,skating,1,20,Dance,5.8625546,8.291763,Dance
5794,rope,1,66,Miscellaneous,8.562271,4.040761,Parapet
8016,TARUAGUE,1,76,City,7.938243,1.845143,Sorocaba
5113,Flea market,1,44,Market,5.864442,5.846549,Market
6699,Sound mason demolish,1,4,Ambient,1.6274917,5.1841545,Ambient
7513,mayor,1,36,City,5.2539725,3.5443892,Ciudad
6734,Tower Gateway underground,1,53,Well,6.904233,6.307721,Wells
5429,Stronghold,1,33,Architecture,5.6526847,4.2579236,Architecture
7418,Mequi1000,1,62,Miscellaneous,8.418001,3.7272735,Hhbb
5235,Hello to all,1,71,Hello,11.693495,4.3638096,Hello
6053,curve,1,53,Well,6.8978567,6.6009626,Wells
6633,press release,1,52,Platform,9.3017,6.3642488,Platforms
7786,Vihakoro,1,75,Yolei,8.414629,1.9080199,Yolei
6840,SALAZONES,1,76,City,7.8766475,1.7136033,Sorocaba
7868,Accessible culture,1,17,Culture,5.822729,7.60064,Culture
4842,fantastic pub food,1,8,Restaurant,11.692332,1.3898495,Restaurant
7064,Walkers,1,25,Traveling,5.915251,8.863609,Traveling
7264,4 legs around the world,1,25,Traveling,6.1188426,8.712634,Traveling
6379,vino,1,7,Bar,10.408075,1.2784244,Bar
6567,noise,1,4,Ambient,1.513477,5.0138993,Ambient
7975,Drain,1,1,Water,3.8664353,2.985611,Water
6194,Views,1,15,Blind,7.8138385,8.251457,Vision
7363,Itaú Cultural,1,17,Culture,5.705234,7.5980253,Culture
7557,Physical education,1,20,Dance,6.070989,8.329791,Dance
6578,shopping,1,45,Shop,6.3401246,5.6770635,Shop
7732,Project in Brazil,1,64,Brazilian culture,5.629012,1.793277,Brazil
6779,home,1,34,House,5.916986,4.7758403,Japan
7470,birds,1,11,Birds,10.965199,2.7112367,Birds
6999,and cars lanes,1,31,Road,4.724133,9.636315,Roads
6107,reflexes,1,56,Dangerous,8.700182,5.763861,Dangerous
6677,SOCAVONES,1,68,Miscellaneous,8.622942,2.8703272,Paschal
7667,cowardice,1,67,History,10.322272,4.474325,Temporary
7396,Musicanapaulista country,1,5,Music,2.4543693,5.9901366,Music
5211,blind guided tour,1,15,Blind,7.997583,8.744232,Vision
6427,leone,1,11,Birds,10.668464,2.8349998,Birds
6020,pastry shops,1,8,Restaurant,11.614828,1.2025958,Restaurant
7591,House to Laramara,1,72,Christianity,6.457083,1.615572,San
6612,steps,1,18,Steps,6.8730774,9.397346,Steps
7121,Come,1,70,Miscellaneous,10.9940405,4.9236045,Mislata
5573,PKP Main Station,1,22,Railway,5.9858084,10.583556,Railway
6260,merci,1,71,Hello,11.55254,4.4560385,Hello
7765,Blind Wiki Documentary,1,15,Blind,8.518028,8.758731,Vision
5810,cups,1,8,Restaurant,11.959658,1.8233386,Restaurant
4813,Garden pub,1,10,Garden,10.078655,0.6391277,Garden
6537,Junction,1,29,Crossing,4.421728,8.959542,Crossings
7035,Murals,1,48,Art,6.534682,7.314255,Art
5318,gap,1,53,Well,7.3547873,6.104959,Wells
7326,glass,1,15,Blind,8.034302,8.176122,Vision
5131,audio guides,1,4,Ambient,1.7890353,5.429132,Ambient
6546,Sala,1,34,House,5.877629,4.8832674,Japan
5488,Tourism,1,25,Traveling,6.5127497,8.808368,Traveling
6167,Ticket office,1,22,Railway,5.613504,9.966954,Railway
7700,musical instruments,1,5,Music,2.395845,5.6619997,Music
6746,lectures,1,40,University,10.790691,7.828587,Humboldt
5443,noise,1,4,Ambient,1.4867561,4.9817367,Ambient
