id,tag,count,cluster,supertag,x,y
6652,Sonorous Ambient,1,41,Terraces,5.314,4.441977
7179,fruits,1,20,Coco,5.3054423,7.6423635
6766,The road conditions are not good,1,37,Roads,4.413398,0.46897322
6487,concessions,1,47,Israel,0.49413767,4.8006124
6986,pieces,1,56,Works,2.197407,4.5427866
6092,abandoned,1,62,Disaster,1.3771694,5.426636
7645,blindwiky,1,14,Blind,-1.4524748,1.4122356
6664,Test 1,1,0,Test,-2.3109903,6.6514835
7192,prevention,1,61,Safety,1.3764701,4.754458
5632,Dab freedom,1,51,Office,0.9168832,3.948457
6330,Green space,1,16,Green,5.319273,4.8906107
7818,#karaoke #bar #Metrocarrao,1,73,Valencia,4.2050605,9.641305
7902,Metro departure,1,28,Station,3.281908,-0.293301
7382,RODRIGUES ALVES COLLEGE,1,34,School,-1.8965967,4.3149805
5197,Anzettelt,1,69,Sobieszewo,1.7514752,6.5923758
6003,fried smell,1,12,Food,-0.10071035,9.322331
7577,sidewalks,1,36,Sidewalk,4.913944,0.7617294
6599,aftermath,1,62,Disaster,0.9420296,5.4394655
5558,Earth and a tree,1,19,Tree,6.1018023,7.183569
6239,altar,1,52,Church,1.7041289,9.329072
7833,Sheep,1,7,Birds,6.0197015,5.7784514
6524,Currywurst,1,12,Food,-0.015463216,9.4159
7308,visual impairment,1,14,Blind,-1.2859063,1.6586076
8014,infants,1,35,Children,-1.1054142,4.074946
7511,pedagogy,1,34,School,-1.7926099,4.213833
5473,According to the Malgosia,1,70,Sorocaba,3.384371,8.091064
6147,traveling,1,17,Trips,2.774762,1.1304588
7686,rj,1,59,Redeemer,1.3658279,6.980675
6732,EC3 minorities,1,47,Israel,0.077499636,5.062814
5427,Iza Dawidowicz lives,1,38,Berlin,2.98469,6.5277433
7416,MASP Museum,1,9,Museum,0.6080385,0.86718863
6448,distance,1,26,Exercise,3.6943316,1.777436
6938,gateway,1,25,Door,3.384369,3.2253902
7144,Work,1,56,Works,1.692882,3.7728877
6290,public phone,1,51,Office,0.2194737,3.54177
7784,Park Provision,1,22,Park,5.253126,5.7220054
6838,Pleasant,1,66,Good,-0.32314098,7.1470904
5832,Legend,1,64,Contemporary,-0.58936834,5.8711915
7865,Candy,1,12,Food,-0.28192613,9.028694
7062,boat,1,5,Boat,8.611638,5.17688
7262,path,1,18,Path,2.9738946,1.5334183
6377,Crucifix,1,52,Church,1.8992474,9.485388
7973,Start of the second section,1,60,Second,0.9197097,6.345018
5507,Harmonica,1,2,Music,7.548599,1.8453147
6192,timetable,1,51,Office,1.0212263,3.9538686
7719,Ibirapuera Park,1,22,Park,5.317359,5.962236
6388,classroom,1,34,School,-1.7684104,4.192962
5524,PCZ Sienkiewicza's clinic58,1,38,Berlin,2.9430373,6.2311544
6777,Testing,1,0,Test,-2.3489602,6.6767435
7468,incredible,1,65,Look,-0.01955554,6.540011
5758,Pianoforte,1,2,Music,7.50906,1.7621475
6997,Carriles,1,70,Sorocaba,2.6915762,8.101032
5273,IIT,1,47,Israel,0.24015345,4.852217
6675,roads,1,37,Roads,4.4042535,0.48692486
5643,St. Wojciech,1,38,Berlin,3.068783,6.3840566
5896,Photo,1,15,Paintings,-0.52706426,2.1201634
7913,Reina,1,68,Rota,2.6824765,7.3125978
6709,Student House,1,42,Home,3.9305813,4.8288264
5397,Giardini stop,1,53,Antoni,2.9713373,9.497921
7394,Like Paulista,1,71,Carlos,3.4308746,8.9795065
5209,Hohenschönhausen,1,38,Berlin,3.3556275,6.2881117
6015,Uici,1,69,Sobieszewo,1.6601609,6.530029
5571,MUSEUM,1,9,Museum,0.59852964,0.8467192
6257,well in the center,1,6,Memory,1.9912124,0.84423697
7763,Israelite University,1,34,School,-1.8234365,4.4218235
4811,Indian restaurant,1,12,Food,-0.3681984,9.846123
6535,fast food,1,12,Food,-0.31598166,9.705723
5129,pedestrian crossings,1,29,Crossing,4.539848,1.0652714
7241,@ Pico,1,15,Paintings,-0.5404606,2.2500384
6544,crossing,1,29,Crossing,4.47759,1.2418339
7952,possible danger,1,61,Safety,1.3639393,4.84404
5486,Archers,1,33,Game,4.534812,6.1073823
7698,I would like to participate as a volunteer on the Man tour.,1,17,Trips,2.6656463,1.1054349
6743,More London,1,43,City,4.2952495,3.6420789
5439,Laka Laka,1,62,Disaster,0.8625255,5.5624213
7427,Cafeteria,1,12,Food,-0.42792165,9.704186
6462,swing,1,33,Game,4.6824913,6.063386
6951,central,1,6,Memory,1.9973245,0.85538155
6065,expected,1,65,Look,-0.05911706,6.230206
6642,safety,1,61,Safety,1.3604622,4.783155
6304,verde,1,16,Green,5.3478146,4.8994203
6851,Drill,1,55,Stones,2.8162177,4.365107
5849,Skessing,1,69,Sobieszewo,2.1091478,6.1914344
7877,Immigration Museum,1,9,Museum,0.5941788,0.86943614
7361,SchoolDriguesalves Architecture,1,34,School,-1.8649105,4.0810738
6318,conservatory,1,2,Music,7.4943137,1.753283
7892,Good morning,1,67,Welcome,-0.37246108,7.4233594
4952,things,1,64,Contemporary,-0.24781421,5.9235725
7084,Botanical first part,1,21,Garden,5.582071,6.9050345
5373,Here it is very nice in the Timmendorfer beach,1,5,Boat,8.176242,5.3282013
7372,Hostipal Santa Catarina,1,72,Santa,4.2834973,9.022806
5185,Bakery,1,12,Food,-0.65186673,9.5137615
7286,Garden,1,21,Garden,5.5371346,6.7419977
5987,Arsenal door,1,25,Door,3.4282691,3.2072024
6588,aperitifs,1,12,Food,-0.242711,9.402363
5542,water,1,4,Water,7.2965627,4.7612586
7741,Holy Amaro,1,52,Church,2.5861216,9.547626
6790,The ships,1,5,Boat,8.652047,5.151711
5774,sadness,1,48,Sensations,-0.6014449,6.7684975
7823,Rhizomatic,1,69,Sobieszewo,2.4001615,6.9177103
7295,voluntary,1,47,Israel,0.57053566,4.713048
5096,Staircase,1,27,Steps,3.4423003,2.3454156
6686,Sound plants,1,1,Sound,7.8630137,2.9562285
7926,Hbhb,1,46,Binary,1.5154575,7.8399067
5006,largo,1,69,Sobieszewo,1.8768027,6.822512
5416,Pedestrian swallowed crossing,1,29,Crossing,4.528431,1.1755261
7406,SenaPaul,1,70,Sorocaba,3.423409,8.113585
5675,wayfindin,1,18,Path,2.8160748,1.6457331
6438,Venice,1,54,Venetians,3.0780716,10.230704
6927,Garden Botáncio,1,21,Garden,5.5239162,6.8441663
6032,Church of the Frari,1,52,Church,2.20416,9.597534
7600,Inclusion Museum,1,9,Museum,0.61399573,0.84978026
6621,USA> Israel,1,47,Israel,0.02020334,5.38358
5582,Author's meetings,1,45,Meeting,-1.0020607,4.8609834
6274,classic high school,1,34,School,-1.6957506,4.091652
7774,Faculty of Communication,1,34,School,-1.6108449,4.355492
6824,Cuba,1,72,Santa,4.36319,9.028844
5819,leather,1,63,Tightening,2.3136702,5.6681943
7855,cheese,1,12,Food,-0.12368667,9.349199
4824,Irish pub,1,11,Bars,0.62326664,8.802708
7337,Exhibition!,1,8,Exhibition,-1.1536204,3.2142031
7533,citizen action,1,47,Israel,0.34013,5.0155277
6555,Path,1,18,Path,3.003508,1.5462002
6181,song,1,2,Music,7.372383,2.1074677
7709,SJCAMPOS,1,70,Sorocaba,3.534357,8.117915
6756,Rumor,1,60,Second,0.7200568,5.9596877
7438,Instagram @blimbwikibr,1,15,Paintings,-0.62673247,2.2810748
6971,Green house,1,41,Terraces,4.5808463,4.771689
7635,Expectations,1,65,Look,-0.08164388,6.219305
6767,Road conditions improve,1,37,Roads,4.3782625,0.4243664
7456,FIESP building,1,43,City,3.8297453,4.1511
6488,moonlight,1,31,Night,5.8941407,3.5156164
6094,shadow,1,31,Night,5.9013014,3.4580488
5257,Student services,1,34,School,-1.7772931,4.123621
7646,Iron gate,1,25,Door,3.437167,3.3947144
6665,taller con antoni abad,1,53,Antoni,2.9991062,9.325827
7819,karaoke,1,2,Music,7.348418,2.3595238
7903,No stairs,1,27,Steps,3.444134,2.3981047
5384,Fitness,1,26,Exercise,4.023575,2.2335815
7383,Regina,1,68,Rota,2.6286538,7.284542
5198,Center,1,6,Memory,2.0012834,0.86616385
6414,Pool pool physola,1,4,Water,7.2350845,4.7013335
6004,screaming child,1,35,Children,-1.0810032,4.0497646
7578,Shows,1,8,Exhibition,-1.1599733,3.2630944
6600,"Piove 
Rain 
Humidity",1,30,Rain,6.1626916,4.1802683
7104,concert of the middle schools of Urbino,1,2,Music,7.1650167,1.8763796
5559,Lodz,1,69,Sobieszewo,2.0898006,6.4932027
6241,brick wall,1,49,Wall,2.9095204,3.61595
7752,Municipal,1,43,City,4.3890257,3.5240207
7834,Organic foods,1,12,Food,-0.113808535,9.532334
6525,Spicy,1,12,Food,-0.0017866172,9.313847
7023,ORIGIN TVIRGEN FURDERED,1,69,Sobieszewo,1.5372275,6.36802
5306,Church,1,52,Church,1.8231133,9.473087
7309,Carlos # bus,1,28,Station,3.766937,-0.098875046
8015,leisure,1,3,Quiet,-1.2460485,8.303437
6698,Guys talking,1,45,Meeting,-0.83305347,5.070169
7231,Tactile,1,13,Touch,0.5347716,2.1838706
7512,vaccination,1,57,Health,1.8122549,4.9866433
7687,Avenida Paulista 200,1,73,Valencia,4.193207,9.504885
6733,Tower Gateway DLR Station,1,28,Station,3.205371,-0.36811048
7417,Trianon Park,1,22,Park,5.2230315,5.7363954
6940,animación,1,15,Paintings,-0.6293405,1.9396793
7611,low vision,1,14,Blind,-1.2502285,1.7016568
6291,keys,1,25,Door,3.4150543,3.094044
7785,space for shows,1,8,Exhibition,-1.1312673,3.204928
6839,Sensations,1,48,Sensations,-0.7781085,6.906579
5833,Venetian legend,1,54,Venetians,3.1071723,10.223507
4841,walking exercise,1,26,Exercise,3.9667068,2.0307133
7063,heritage,1,64,Contemporary,-0.26305756,5.7270074
5160,quiet,1,3,Quiet,-1.5035303,8.014303
7263,difficulty,1,61,Safety,1.3575869,4.976661
7545,Access,1,50,Accessible,0.9423135,3.23618
6566,Landscape,1,41,Terraces,5.2142158,4.411347
7974,Danger the first section,1,61,Safety,1.2751633,4.864327
5508,quiet,1,3,Quiet,-1.5043331,8.009123
7720,Mock,1,60,Second,0.8736702,6.3924727
7362,Santa Catarina,1,72,Santa,4.295147,9.027117
7275,Right side floor,1,25,Door,3.2257223,2.7634656
5525,Taxi,1,28,Station,3.9127495,0.12765622
6503,cruise ship,1,5,Boat,8.658253,5.1654463
6998,Bike lane cross,1,24,Bike,3.926803,0.88531524
5084,Tacheles,1,13,Touch,0.5269973,2.1763024
7207,Supermade,1,56,Works,1.8418615,4.2665625
7914,bickcletes,1,24,Bike,3.6933208,0.88075083
4986,Terra,1,16,Green,5.5300355,5.0040884
5401,aerostatic ball,1,33,Game,4.3760133,5.669508
6426,terrace,1,41,Terraces,4.83595,4.67912
6904,Route Start,1,18,Path,2.9225023,1.5970105
6611,piedra,1,55,Stones,3.0470996,4.1800356
7120,Good morning,1,67,Welcome,-0.3740948,7.4262977
5572,Restaurant food,1,12,Food,-0.3724654,9.729679
7764,Blind cameraman,1,14,Blind,-1.328691,1.5934718
5809,Sanctuary,1,42,Home,3.7404375,4.7344174
7325,wall,1,49,Wall,2.8847234,3.6182852
5130,university campus,1,34,School,-1.9073299,4.3396554
7523,people with visual impairment,1,14,Blind,-1.3535135,1.5911866
7953,horseshoe of the horses,1,33,Game,4.709723,6.087514
5487,hidden stairs,1,27,Steps,3.4831507,2.3695765
6166,Campiello San Rocco Pozzo Fontana,1,54,Venetians,3.0245197,9.743398
7699,tambourine,1,2,Music,7.5927606,1.9388824
5440,stadium,1,33,Game,4.4813094,6.07215
7428,Banana split,1,20,Coco,5.270891,7.6661177
1580,coco,1,20,Coco,5.187092,7.799713
6463,bench,1,22,Park,5.1956935,5.7979116
6066,Songs,1,2,Music,7.389669,2.0800896
7624,Metro Red Line,1,28,Station,3.2368019,-0.362228
5044,friendly staff,1,67,Welcome,-0.41197693,7.385489
6643,trieste,1,54,Venetians,3.1373289,10.038798
7168,garden_botanicap,1,21,Garden,5.5584364,6.8595943
6305,leaves,1,19,Tree,5.981766,7.1375184
7878,Spanish immigration in Brazil,1,58,Paulo,4.9032006,9.312785
7074,The Arab wall,1,49,Wall,2.9125037,3.582809
6655,Concerto,1,2,Music,7.425469,1.7385142
6319,Rio terà,1,58,Paulo,5.0445466,9.248585
7808,trans,1,29,Crossing,4.4666066,1.2239207
6864,Torrent,1,51,Office,0.68498915,3.5678926
5867,outpatient clinics,1,57,Health,2.2806487,5.105489
7085,Botanical,1,21,Garden,5.5748296,6.985959
5374,Italian,1,54,Venetians,3.0539618,9.961133
5187,Balzer,1,69,Sobieszewo,2.1971848,6.2019367
6401,wine bars,1,11,Bars,0.605279,8.816331
5988,bell sound,1,1,Sound,7.7417645,2.8142185
6589,fried seafood,1,12,Food,-0.14067489,9.427718
5544,Valerian Dominican,1,71,Carlos,3.777706,9.135587
5778,Puro,1,69,Sobieszewo,1.7391479,6.454365
7824,Harb,1,46,Binary,1.476448,7.893784
6515,tester,1,0,Test,-2.3614342,6.686081
6120,Carabinieri,1,53,Antoni,2.991411,9.361243
5291,Institute,1,34,School,-1.8400911,4.341093
7296,adeveb,1,59,Redeemer,1.5017825,6.866751
8005,flora,1,21,Garden,5.5973434,6.929031
6688,bars,1,11,Bars,0.642823,8.786146
5662,Historic,1,64,Contemporary,-0.2827747,5.725982
6355,Venetians,1,54,Venetians,3.0795653,10.211925
7496,Santo André City Hall,1,43,City,4.3309765,3.5323124
7927,hhbb,1,46,Binary,1.5144699,7.8683863
6722,Bola,1,33,Game,4.309602,5.853974
7407,Rock in roll,1,2,Music,7.4130874,1.9641995
5678,Random catwalks,1,36,Sidewalk,4.894768,0.8194069
6439,Aperitif,1,12,Food,-0.18404648,9.42904
6036,San Tomà,1,54,Venetians,2.8741426,9.8429785
5583,Fries,1,12,Food,-0.17112884,9.499356
6275,Ca 'Rezzonico,1,53,Antoni,2.984004,9.334699
7775,Federal University of Bahia,1,58,Paulo,5.060689,9.331537
6825,To the fresh,1,66,Good,-0.18686588,6.9301386
5820,Try,1,0,Test,-2.2410307,6.6361094
7049,Museum dome,1,9,Museum,0.5666823,0.80610174
7253,Blackberry,1,51,Office,0.20914602,3.5093026
6368,village,1,44,Neighborhood,4.678866,4.0765576
5943,Frenzy,1,60,Second,0.9351583,6.2188954
6556,Blue moon,1,31,Night,5.8116,3.6838095
5498,plants,1,21,Garden,5.598061,6.932508
6182,nothing special,1,62,Disaster,0.9451356,5.735513
7710,Motoboy channel,1,70,Sorocaba,3.6520967,8.225507
6757,"We are like that, dial the same one, one or two or two-two",1,45,Meeting,-0.6378086,5.1569037
7439,Ims,1,47,Israel,0.3677733,4.767487
5724,porch,1,41,Terraces,4.728928,4.714751
6478,sleeping,1,3,Quiet,-1.1703566,8.198204
6972,small,1,62,Disaster,0.9477538,5.7706876
7721,Amilcar de Castro,1,71,Carlos,3.8458366,9.104762
6768,"Yes, there's a bicycle",1,24,Bike,3.71495,0.8720355
7457,health action,1,57,Health,1.8563997,4.9415436
6988,In the garden Mounting it is,1,21,Garden,5.498207,6.6069
5258,Works,1,56,Works,1.7245066,3.8498693
7196,hashtag sao paulo,1,58,Paulo,5.1156545,9.39154
7820,subway,1,28,Station,3.3034523,-0.3319135
6877,Obrador,1,71,Carlos,3.6610556,9.168886
7096,RATB station 104,1,28,Station,3.0757606,-0.52750415
5385,Recommended to visit,1,17,Trips,2.6869893,1.0888224
7384,Sertanejo Som Cultura,1,10,Cultural,1.119237,1.5120282
5199,fountain,1,4,Water,7.1962647,4.7102795
6005,First mapping Campo Santa Margherita,1,72,Santa,4.333559,8.997354
7579,presentations,1,35,Children,-1.2730591,3.848294
6601,Mobile exhibitors,1,8,Exhibition,-0.94317675,3.2770264
7105,TalkBack,1,45,Meeting,-0.71589327,5.2215033
5560,poultry watrobka,1,12,Food,0.042901788,9.46104
6245,creations,1,56,Works,1.926321,4.1810303
6803,skating,1,26,Exercise,4.1212463,2.335138
5794,rope,1,63,Tightening,2.3271945,5.8571906
6526,Pinacoteca Ravenna,1,70,Sorocaba,3.3779688,8.305737
8016,TARUAGUE,1,70,Sorocaba,3.3996034,8.041976
5113,Flea market,1,40,Market,2.0055118,2.6626902
6699,Sound mason demolish,1,1,Sound,7.7867765,2.8407195
7513,mayor,1,43,City,4.3426642,3.5578623
6149,tattoo study,1,15,Paintings,0.028098153,1.9526954
7688,Light-prose,1,31,Night,5.903852,3.1964133
5429,Stronghold,1,42,Home,3.88022,4.6048613
5235,Hello to all,1,67,Welcome,-0.38522157,7.4222636
6450,Car carice,1,37,Roads,3.9827192,0.31572616
7786,Vihakoro,1,70,Sorocaba,3.3967063,7.581745
6840,SALAZONES,1,70,Sorocaba,3.5182567,8.146908
7868,Accessible culture,1,10,Cultural,1.1283758,1.5587738
4842,fantastic pub food,1,12,Food,-0.29704332,9.632181
6379,vino,1,11,Bars,0.6708407,8.689826
6567,noise,1,1,Sound,8.005204,3.083893
7975,Drain,1,4,Water,7.2362723,4.721174
6194,Views,1,14,Blind,-1.0477939,1.9415507
5364,Villages,1,44,Neighborhood,4.724253,4.082811
7363,Itaú Cultural,1,10,Cultural,1.1820418,1.4232843
7557,Physical education,1,26,Exercise,3.9937322,2.2384067
6578,shopping,1,39,Shopping,1.5291266,2.5547466
7732,Project in Brazil,1,58,Paulo,5.1013,9.397181
6779,home,1,42,Home,4.098498,4.742963
7470,birds,1,7,Birds,6.2651124,5.6610584
6999,and cars lanes,1,37,Roads,4.2784934,0.4141698
6107,reflexes,1,61,Safety,1.4217176,4.9953103
5276,CACTUS,1,70,Sorocaba,2.8152366,8.133955
6677,SOCAVONES,1,69,Sobieszewo,2.1949353,6.948643
7396,Musicanapaulista country,1,2,Music,7.1897035,2.1418777
5211,blind guided tour,1,14,Blind,-1.2603664,1.5473726
6427,leone,1,7,Birds,6.140114,5.701659
6020,pastry shops,1,12,Food,-0.68466246,9.48255
6612,steps,1,27,Steps,3.4367473,2.2587316
7121,Come,1,65,Look,-0.016523037,6.490231
5573,PKP Main Station,1,28,Station,3.083332,-0.49325186
6260,merci,1,67,Welcome,-0.32158333,7.301787
7765,Blind Wiki Documentary,1,14,Blind,-1.4412109,1.3653553
6815,Flags,1,47,Israel,-0.049717482,5.214628
5810,cups,1,12,Food,-0.69076383,9.180485
4813,Garden pub,1,21,Garden,5.4857917,6.6138425
6537,Junction,1,29,Crossing,4.473516,1.1210555
7035,Murals,1,15,Paintings,-0.1933965,1.7706649
5318,gap,1,55,Stones,2.891507,4.3766565
7326,glass,1,14,Blind,-1.0523081,1.9660293
5131,audio guides,1,1,Sound,7.7956395,2.5481234
6546,Sala,1,42,Home,3.9854481,4.7925715
5488,Tourism,1,17,Trips,2.7315118,1.0925838
7700,musical instruments,1,2,Music,7.5519295,1.8126497
6746,lectures,1,34,School,-1.6349213,4.2765226
5443,noise,1,1,Sound,7.9937506,3.0664072
5708,poets,1,23,Poetry,-1.5320413,5.6993647
6067,group,1,32,Group,-0.45238283,4.5373487
7625,ferry lines,1,5,Boat,8.640917,5.1224117
5045,elevator,1,27,Steps,3.452061,2.3594458
6644,"Wide street 
Noise 
Wind",1,1,Sound,7.958812,3.2002912
5611,Kantor,1,51,Office,0.8349869,3.8156037
6306,San Geremia,1,52,Church,2.3012483,9.651704
7879,Center to Aline 2023,1,6,Memory,1.967713,0.87275475
7075,The Christian wall,1,49,Wall,3.0051463,3.5223935
5060,Ferry,1,5,Boat,8.6522255,5.1454263
6656,cicadal,1,70,Sorocaba,3.1342895,8.277015
7184,sensory experience,1,48,Sensations,-0.83436364,6.8098364
6320,branch,1,19,Tree,6.1080275,7.1696806
7809,has,1,65,Look,-0.045603763,6.395678
6866,guided tour,1,17,Trips,2.6897864,1.1016729
7894,campana,1,1,Sound,7.673443,2.7526848
7086,Botanical Garden Third Part,1,21,Garden,5.56386,6.7847342
5375,This is located in the country in Extertal,1,73,Valencia,4.1232224,9.3374815
7374,Homeless,1,47,Israel,0.8416605,4.656032
6402,pier,1,5,Boat,8.532372,5.066474
5989,Sculptures in relief,1,15,Paintings,0.290213,1.6321762
6590,moths,1,7,Birds,6.1810074,5.777962
5546,kids,1,35,Children,-1.2754426,4.0696454
6229,balustrade,1,43,City,3.94088,4.0327635
7743,sorocabablindwiki,1,70,Sorocaba,3.3928838,8.1349535
5779,fish,1,7,Birds,6.6490974,5.974196
7825,mato,1,70,Sorocaba,3.3318803,7.894897
6516,prova2,1,0,Test,-2.307081,6.690857
7012,candies,1,12,Food,-0.35215595,9.108855
5294,Kiosks,1,39,Shopping,1.5499177,2.431726
7297,beyond the limit,1,56,Works,2.374319,4.346699
5663,Presentation,1,35,Children,-1.2926198,3.925011
6356,Garibaldi,1,53,Antoni,2.9974167,9.22464
7928,Hhbbnn,1,46,Binary,1.4852777,7.875461
7678,Brazil Restaurant,1,12,Food,-0.28745365,9.9217615
5008,English Court,1,64,Contemporary,-0.32922605,5.6973944
6723,Recyclwta,1,69,Sobieszewo,1.6433465,6.471519
5680,Fishmonger,1,7,Birds,6.6508303,5.9771295
6440,feast,1,12,Food,-0.22624712,9.46274
6930,Ortolas,1,68,Rota,2.8460336,7.5897007
6037,pedal route,1,24,Bike,3.6797187,0.9353483
5821,Impressions,1,48,Sensations,-0.8392091,6.7305894
7857,tremavapor,1,69,Sobieszewo,2.124707,6.8051167
7051,riverbed,1,4,Water,7.4296937,4.7395515
5331,with Cello,1,2,Music,7.5193944,1.7832227
5147,Zoo,1,7,Birds,6.119973,5.677852
5944,accents,1,47,Israel,-0.10452494,5.228519
7535,rota06,1,68,Rota,2.874886,7.750782
5499,Zabw Square,1,43,City,4.174395,3.712276
6183,but good,1,66,Good,-0.18623291,6.9303093
6758,Qwe,1,59,Redeemer,1.3205452,7.019941
5458,Pongeż Rynek Wrocław,1,38,Berlin,3.0413904,6.3842626
7440,Antonio Machado,1,71,Carlos,3.7068226,9.13566
6479,docking,1,5,Boat,8.565426,5.077381
7637,contemporary,1,64,Contemporary,-0.36063555,5.995733
4674,studio,1,15,Paintings,-0.10630164,1.942076
6989,Capillat chapel,1,52,Church,1.9525625,9.552005
7648,italy,1,54,Venetians,3.0276248,9.932522
5635,Belts,1,63,Tightening,2.3671608,5.6276126
5386,Alilaguna,1,70,Sorocaba,3.4313064,7.5830603
6891,veins,1,69,Sobieszewo,2.2391896,7.0993805
6006,Campanella,1,71,Carlos,3.4356732,9.008472
5563,Sat,1,45,Meeting,-0.7986624,5.123173
6246,Although,1,65,Look,-0.06987778,6.348048
6805,banda,1,2,Music,7.437178,1.8966318
7836,Mimoo,1,70,Sorocaba,3.6382813,8.21452
6135,Banks,1,46,Binary,1.6753851,7.5092025
5308,School,1,34,School,-1.7610161,4.0881324
7312,orchestra,1,2,Music,7.464682,1.7624142
8017,Urgell,1,70,Sorocaba,2.737188,8.018036
6700,Blue house,1,41,Terraces,4.4245033,4.736985
7233,Ride in the center,1,17,Trips,2.8150191,0.95312005
7944,Song of the birds,1,7,Birds,6.3243213,5.650341
5430,We are looking for the Internet,1,50,Accessible,0.7017544,3.389561
6453,accessible,1,50,Accessible,0.9178941,3.244293
6634,Juan Calzadilla,1,71,Carlos,3.7879877,9.184611
7150,it does not have,1,62,Disaster,1.0277641,5.822425
5596,tubes,1,55,Stones,2.9487202,4.3853335
6841,amplitude,1,1,Sound,8.049604,3.0835018
5835,Serenissima,1,70,Sorocaba,3.0659192,8.339567
4843,exercisey,1,26,Exercise,4.00341,2.2234752
7065,associations,1,32,Group,-0.44491646,4.5406585
5345,Disabilities access,1,50,Accessible,1.0846518,3.255386
7351,Itaú Cultural Center,1,10,Cultural,1.1774658,1.1808506
6380,dentist,1,57,Health,2.0743124,5.056803
6568,where,1,44,Neighborhood,4.6445813,3.8547106
7076,Escolapios College,1,34,School,-1.9120133,4.2743807
6391,dizziness,1,14,Blind,-1.297728,1.6900988
7558,beacon,1,31,Night,5.8872733,2.902978
6579,accordion,1,2,Music,7.5535364,1.8063642
6780,Valencia,1,73,Valencia,4.3063073,9.578358
7471,it is worth it,1,66,Good,-0.24575023,6.919929
5899,station full people but all the directions in order,1,28,Station,3.137635,-0.45657626
7916,Parc ibfantil,1,22,Park,5.3900113,6.0375137
6712,City hall,1,43,City,4.309198,3.5944822
5212,Hello here is Helmut. I do my first test,1,0,Test,-2.4020483,6.7208967
6430,Boat,1,5,Boat,8.633391,5.165592
6907,Gentrification,1,43,City,4.406341,3.5721123
6021,Parapet,1,63,Tightening,2.2366598,5.7923346
7122,all,1,65,Look,0.07335307,6.435843
6261,gate,1,25,Door,3.3969312,3.2632983
7766,Entone Abad,1,68,Rota,2.8740826,7.8216777
5811,doorbell,1,25,Door,3.3664865,3.215085
4814,outdoors,1,41,Terraces,5.060651,4.5181737
6538,stuccos,1,41,Terraces,4.840762,4.684311
7036,casas,1,42,Home,4.143178,4.699076
7327,Wall,1,49,Wall,2.8876386,3.577218
5132,Side street,1,36,Sidewalk,4.85724,0.62699246
5928,cautelat,1,61,Safety,1.3700771,4.7258134
6547,Crossings,1,29,Crossing,4.500761,1.2638725
7955,stone and wood,1,55,Stones,3.2318509,4.2921734
5489,"Exit
down",1,25,Door,3.3760622,3.0876477
7701,Rota_Centro_sjcampos/SP,1,70,Sorocaba,3.4169486,8.122661
5444,heavy traffic,1,37,Roads,4.1969967,0.36986563
7627,Galatians 2001,1,70,Sorocaba,3.0442932,8.249824
5047,relaxing atmosphere,1,3,Quiet,-1.2759782,8.233009
6645,Wide street,1,36,Sidewalk,4.898266,0.73702335
6307,Skyline,1,41,Terraces,5.1620646,4.3634005
6854,female,1,35,Children,-0.95958406,4.025059
7880,CentroParalímpicobrasileiro,1,58,Paulo,5.0388765,9.39054
5061,You berlin,1,38,Berlin,3.4403973,6.07149
6657,nit,1,31,Night,5.9103045,3.4343839
5624,stove,1,12,Food,0.22328483,9.210506
7810,santacecilia,1,72,Santa,4.1403313,9.11153
6867,Valencia History,1,73,Valencia,4.344266,9.58001
5869,San Giacomo,1,54,Venetians,2.8609104,9.851695
4957,clouds,1,30,Rain,5.9261203,4.040975
7087,Mall,1,39,Shopping,1.6565067,2.3950827
7289,Solarium,1,30,Rain,5.80458,3.9862792
5992,Holy Church that is Redentoregondola with the roof,1,52,Church,1.9158772,9.536838
7569,Supermarket J. Jota,1,39,Shopping,1.6181369,2.412775
6591,chocolate,1,12,Food,-0.3373868,9.091903
6230,Pharmacy,1,39,Shopping,1.5042245,2.6084769
7744,artecontemporanea,1,15,Paintings,-0.17546095,1.726788
6793,Dialogue,1,45,Meeting,-0.8301859,5.1144233
7826,Rua F,1,70,Sorocaba,3.157734,8.176445
6517,disaster2,1,62,Disaster,1.2760214,5.3553348
7013,shopping,1,39,Shopping,1.5334375,2.552075
6123,Telephone,1,51,Office,0.19529612,3.5734377
7298,Another look,1,65,Look,-0.25173494,6.341571
8007,Name of streets,1,36,Sidewalk,4.9124417,0.70958877
5099,supermarket,1,39,Shopping,1.5808616,2.4280217
6690,Sound lock,1,1,Sound,7.7249293,2.6939054
7221,Memory Ladeira,1,6,Memory,1.572293,0.55568975
6357,turtles,1,7,Birds,6.597961,5.9447894
7929,HHHV,1,46,Binary,1.4715918,7.8959875
5009,Ribalta Park,1,22,Park,5.275433,5.876102
7603,Altar of the dead,1,52,Church,1.718047,9.378198
5585,entertainment,1,2,Music,6.9314365,1.7863846
7777,cultural production,1,10,Cultural,1.1457272,1.4575802
6829,channel,1,5,Boat,8.395085,4.9491086
7054,Park,1,22,Park,5.22616,5.727981
7341,Glass window,1,14,Blind,-0.9994969,1.9111116
7255,Androids,1,51,Office,0.17076436,3.5330503
7966,Trap cal,1,69,Sobieszewo,2.0249898,6.1868544
5500,Stachu container house,1,42,Home,3.710103,4.756829
5460,Now school prose training great,1,34,School,-1.774567,4.2258325
